creator_id,total_posts,mean_p_promotional,frac_pred_promotional,median_like_rate,mean_like_rate,median_words
4f9c5c1183,15,0.08670715537142124,0.0,0.06037640520399141,0.05877811858391892,165.0
4f9ebde4fb,2,0.14272497015850089,0.0,0.008211927470914999,0.008211927470914999,236.0
4fa205d910,2,0.3363337088460564,0.5,0.024928219134227717,0.024928219134227717,167.5
4fa62cfefd,1,0.2594840214849109,0.0,0.004329004329004329,0.004329004329004329,42.0
4fac35da85,3,0.8561220124550694,1.0,0.019669993298436907,0.020309619376847263,227.0
4faee599db,1,0.25001700379399155,0.0,0.10410094637223975,0.10410094637223975,42.0
4faf2e7677,1,0.98855163398886,1.0,0.018867924528301886,0.018867924528301886,449.0
4fd38133e5,2,0.5305265823097431,0.5,0.014171136785640602,0.014171136785640602,211.5
4fd40ba665,1,0.8175735894665338,1.0,0.0,0.0,186.0
4fe324b203,1,0.9822385914048466,1.0,0.0070838252656434475,0.0070838252656434475,227.0
4fed2b30ac,7,0.40101388485038914,0.0,0.03767123287671233,0.03563748325244473,534.0
4ffb0b6f85,1,0.16064809698198318,0.0,0.04153686396677051,0.04153686396677051,555.0
50045deaf8,2,0.5533166018672567,0.5,0.02825858903750328,0.02825858903750328,251.0
500bcfcefb,7,0.24841147596302177,0.0,0.06836206969011804,0.06309932290455714,299.0
50183f788c,1,0.8923864174162313,1.0,0.008888888888888889,0.008888888888888889,269.0
501fd03632,2,0.11312251461992909,0.0,0.014986521289800471,0.014986521289800471,122.5
502981ae98,1,0.2975838459490671,0.0,0.05751258087706686,0.05751258087706686,85.0
502effb33f,2,0.1800503893186712,0.0,0.02161764705882353,0.02161764705882353,119.5
502f1253de,1,0.23319153796029338,0.0,0.07522429261559696,0.07522429261559696,729.0
50346cb3ce,1,0.12474067982112468,0.0,0.022900763358778626,0.022900763358778626,181.0
505843ac96,1,0.18229938587183775,0.0,0.010818120351588911,0.010818120351588911,269.0
5068b2a4d6,2,0.604686338715717,1.0,0.08180969339008078,0.08180969339008078,332.5
